id,name,trafficType,municipality,county,roadCategory,road_ref,lat,lon
96288V1944365,SVORTLAND ØST,VEHICLE,Bømlo,Vestland,F,FV542 S2D1 m8098,59.797324,5.187563
04712V2518836,KNAPPETUNNELEN-SOTRA,VEHICLE,Bergen,Vestland,F,FV557 S1D1 m8898 KD6 m21,60.366008,5.251257
41451V320581,FOLKVORD,VEHICLE,Sandnes,Rogaland,E,EV39 S101D1 m4716,58.850215,5.714475
70080V2583668,GRAN RÅDHUS,VEHICLE,Gran,Innlandet,R,RV4 S9D1 m13669,60.392597,10.561914
38617V2680848,BOMMESTAD BAKKEN,VEHICLE,Larvik,Vestfold og Telemark,E,EV18 S32D1 m426,59.083658,10.057497
30128V121328,Rampe fra Østre ringvei,VEHICLE,Kristiansand,Agder,E,EV18 S1D1 m5911 KD2 m110,58.160961,8.019373
53286V2373798,DOKKA SENTRUM VEST,VEHICLE,Nordre Land,Innlandet,F,FV250 S1D1 m671,60.8346,10.067254
33053V578221,Sætersmyra,VEHICLE,Levanger,Trøndelag,F,FV774 S1D1 m1190,63.753158,11.35914
92533V444218,DALSBEKKENBRU,VEHICLE,Nordre Follo,Viken,F,FV156 S1D1 m1830,59.760238,10.809792
09784V249609,Myrvåg,VEHICLE,Herøy,Møre og Romsdal,F,FV654 S1D1 m949,62.280005,5.793687
14779B1769080,Kåsen sykkel- begge retn,BICYCLE,Klepp,Rogaland,F,FV44 S13D160 m221,58.746749,5.632532
