id,name,trafficType,municipality,county,roadCategory,road_ref,lat,lon
26312V971509,KALNES,VEHICLE,Sarpsborg,Viken,F,FV118 S6D1 m2166,59.308025,11.039431
94767V804742,CHRISTIESGT,VEHICLE,Bergen,Vestland,E,EV16 S1D1 m1846,60.391214,5.325416
37692V1827282,BORRE,VEHICLE,Horten,Vestfold og Telemark,R,RV19 S4D1 m3660,59.38307,10.451171
41117V704957,GAUSTADVEGEN,VEHICLE,Eidskog,Innlandet,F,FV1978 S1D1 m1367,59.953249,12.179147
81441V443814,PRESTEVEIEN,VEHICLE,Bærum,Viken,F,FV1626 S2D1 m2192,59.907145,10.555589
74984V1060687,JERNBANETUNNELEN,VEHICLE,Lillehammer,Innlandet,F,FV213 S8D1 m50,61.114092,10.46236
41770V249626,Farstad,VEHICLE,Hustadvika,Møre og Romsdal,F,FV663 S4D1 m297,62.977261,7.160768
67127V885933,E6 DRAG x Rv827,VEHICLE,Hamarøy,Nordland,E,EV6 S152D1 m11071,68.028544,16.002541
95557V1060691,ELVEROM (FV250),VEHICLE,Nordre Land,Innlandet,F,FV250 S3D1 m909,60.972938,10.110924
57391V443788,Skivn. Oslo gr,VEHICLE,Nordre Follo,Viken,F,FV1422 S1D1 m899,59.819244,10.809571
66505V971814,INGEDAL,VEHICLE,Sarpsborg,Viken,F,FV118 S2D1 m6877,59.176948,11.218055
67987B1846201,Deichmannsgate sykkeltellepunkt,BICYCLE,Porsgrunn,Vestfold og Telemark,K,KV1730 S1D1 m218,59.130924,9.646035
01249V249099,Hopen,VEHICLE,Smøla,Møre og Romsdal,F,FV6200 S5D1 m2,63.460624,8.017336
28840V1060182,MOAJORDET,VEHICLE,Etnedal,Innlandet,F,FV251 S1D1 m2609,60.836083,9.755165
62079B2369021,BRULANDSVELLENE (SYKKEL),BICYCLE,Sunnfjord,Vestland,F,FV600 S1D100 m457,61.450633,5.88972
84295V1901990,SKEDSMOKORSET,VEHICLE,Lillestrøm,Viken,F,FV120 S13D1 m555,60.003567,11.034271
02967V578659,HAFSTAD,VEHICLE,Steinkjer,Trøndelag,F,FV759 S4D1 m3306,63.974016,11.504453
95423V930614,Kamøyværkrysset E69,VEHICLE,Nordkapp,Troms og Finnmark,E,EV69 S2D1 m12195,71.032283,25.885519
68539V625646,Karihaugen rampe mot Furuset,VEHICLE,Oslo,Oslo,R,RV159 S1D1 m1206,59.939972,10.925961
93717V320578,SAGLANDSBAKKEN,VEHICLE,Bjerkreim,Rogaland,E,EV39 S105D1 m9988,58.560541,6.075855
91556V2721320,Flyplassvegen Sola AVKJ fra Sundekr.,VEHICLE,Sola,Rogaland,R,RV509 S1D1 m4555 KD3 m392,58.894004,5.631758
40330V249527,Årø,VEHICLE,Molde,Møre og Romsdal,E,EV39 S24D1 m4274,62.747562,7.256849
39285V521422,Bostrak,VEHICLE,Drangedal,Vestfold og Telemark,F,FV38 S8D1 m1148,59.114313,8.874493
94834V971412,ØBERG ØST,VEHICLE,Halden,Viken,F,FV220 S3D1 m8696,59.090987,11.431207
42726V805610,EV39 FØYNO,VEHICLE,Stord,Vestland,E,EV39 S86D1 m4981,59.741217,5.404728
55265V521064,Lannerheia,VEHICLE,Porsgrunn,Vestfold og Telemark,E,EV18 S28D1 m4946,59.099636,9.772273
75365V1126296,STORSLETT NORD,VEHICLE,Nordreisa,Troms og Finnmark,E,EV6 S191D1 m500,69.772949,21.029423
74636V704882,KÅTERUD,VEHICLE,Stange,Innlandet,F,FV1854 S1D1 m757,60.784714,11.12335
94299V704696,RØGDEN Ø,VEHICLE,Grue,Innlandet,F,FV201 S5D1 m8195,60.388136,12.578939
46559V249560,KVILEHYTTA,VEHICLE,Vanylven,Møre og Romsdal,F,FV61 S13D1 m2580,62.01623,5.538176
98501V2809647,Tvedestrand,VEHICLE,Tvedestrand,Agder,F,FV421 S1D1 m1642,58.614367,8.903095
05293V1125916,BREIVIKTUNNELEN,VEHICLE,Tromsø,Troms og Finnmark,F,FV862 S1D1 m2608,69.659465,18.955189
73718B1688281,Falkumbrua sykkeltellepunkt,BICYCLE,Skien,Vestfold og Telemark,F,FV357 S1D120 m917,59.204808,9.588491
24732V885127,JERNVERKSBAKKEN,VEHICLE,Rana,Nordland,E,EV6 S125D1 m6493,66.31443,14.165097
42147V249564,Eidsvåg,VEHICLE,Molde,Møre og Romsdal,F,FV62 S4D1 m8707,62.776082,8.062496
14030V705244,SKARNESBRÅTEN,VEHICLE,Sør-Odal,Innlandet,F,FV175 S7D1 m1440,60.24804,11.702774
14804V249072,Tomra,VEHICLE,Vestnes,Møre og Romsdal,F,FV661 S6D1 m1978,62.586441,6.934163
49248V444298,LYSTAD,VEHICLE,Lillestrøm,Viken,F,FV172 S1D1 m4430,59.954548,11.203193
37016V2252707,NAUEN,VEHICLE,Tønsberg,Vestfold og Telemark,E,EV18 S38D1 m2495,59.302183,10.358214
43379V443819,Kirkeveien Høvik,VEHICLE,Bærum,Viken,F,FV1428 S1D1 m2772,59.90757,10.56425
56036V971658,SKADALEN,VEHICLE,Sarpsborg,Viken,F,FV1160 S1D1 m4018,59.239761,11.135506
71780V1683910,Aure,VEHICLE,Sykkylven,Møre og Romsdal,F,FV60 S4D1 m29,62.392185,6.578722
35799V319713,Ree,VEHICLE,Time,Rogaland,F,FV44 S13D1 m311,58.724847,5.629037
75122V249425,Borgundfjordvegen,VEHICLE,Ålesund,Møre og Romsdal,F,FV6216 S1D1 m2354,62.462234,6.31641
50284B2426199,Pirbrua sykkel - sørsiden,BICYCLE,Trondheim,Trøndelag,R,RV706 S1D110 m355,63.43801,10.408223
47635V625643,Rampe til Storo,VEHICLE,Oslo,Oslo,R,RV150 S1D1 m3807 KD2 m445,59.941377,10.781504
02250V930593,ALTA BRU,VEHICLE,Alta,Troms og Finnmark,E,EV6 S204D1 m8923,69.967649,23.376245
65613V121784,LANGENES,VEHICLE,Kristiansand,Agder,F,FV456 S2D1 m4956,58.085073,7.920476
60071V21853,VESTERVEIEN,VEHICLE,Arendal,Agder,F,FV420 S2D1 m2918,58.456884,8.758408
64971V705029,RIVENES Ø,VEHICLE,Våler,Innlandet,F,FV2100 S2D1 m2677,60.688907,11.88276
68289V443882,Fv 203/Nycomed,VEHICLE,Asker,Viken,F,FV1436 S1D1 m4863,59.833219,10.423013
97970V930577,FV367 Kirkenes X E6,VEHICLE,Sør-Varanger,Troms og Finnmark,F,FV8122 S1D1 m1274,69.72511,30.06747
35258V2475662,VOLLEBERG,VEHICLE,Kristiansand,Agder,E,EV39 S126D1 m4059,58.12733,7.854676
93714V443439,Preståsen,VEHICLE,Nannestad,Viken,E,EV16 S56D1 m2578,60.226722,11.043721
05933V705192,SVARTELVA,VEHICLE,Løten,Innlandet,R,RV3 S1D1 m10429,60.790022,11.298891
87113V249341,Høgset,VEHICLE,Gjemnes,Møre og Romsdal,F,FV532 S2D1 m10271,62.964188,7.764092
81328V704931,SANDER BRU,VEHICLE,Sør-Odal,Innlandet,F,FV1941 S1D1 m504,60.228381,11.809825
66164V886014,Fv82 Andenes vest (Merket),VEHICLE,Andøy,Nordland,F,FV82 S14D1 m9584,69.309271,16.088492
34268V248977,Eikrem,VEHICLE,Sula,Møre og Romsdal,F,FV61 S1D1 m3065,62.416313,6.261425
12559V181017,Slipen,VEHICLE,Drammen,Viken,F,FV319 S1D1 m2911,59.729929,10.239891
07607V249425,Spjelkavik V.,VEHICLE,Ålesund,Møre og Romsdal,F,FV6216 S1D1 m250,62.462026,6.355016
01321V384506,MARKANE,VEHICLE,Stryn,Vestland,R,RV15 S19D1 m9957,61.912,6.583364
48178V705242,OS N,VEHICLE,Os,Innlandet,F,FV30 S16D1 m466,62.497564,11.238277
95599B1820299,Nordsundet Sykkel,BICYCLE,Kristiansund,Møre og Romsdal,R,RV70 S19D110 m131,63.114298,7.753115
45876V1060635,FAGERNES VEST,VEHICLE,Nord-Aurdal,Innlandet,E,EV16 S34D1 m7324,60.978719,9.222882
36935V72359,SELSBAKK,VEHICLE,Trondheim,Trøndelag,R,RV706 S1D1 m1196,63.392768,10.382995
32253V1060171,REINSVOLL,VEHICLE,Vestre Toten,Innlandet,F,FV246 S1D1 m11389,60.667634,10.66332
50730V121765,MOEKRA,VEHICLE,Lyngdal,Agder,F,FV42 S11D1 m954,58.485746,7.450625
49965V384062,STOREHAUGTUNNELEN,VEHICLE,Vik,Vestland,R,RV13 S39D1 m1186,60.998266,6.543165
21530V249641,Tustna,VEHICLE,Aure,Møre og Romsdal,F,FV680 S4D1 m3127,63.217761,8.086297
15070V1822328,RAMPE FRA KNAPPETUN.,VEHICLE,Bergen,Vestland,F,FV557 S1D1 m8898 KD7 m370,60.309545,5.266789
17937V578125,Mellom Hell og Værnes flyplass,VEHICLE,Stjørdal,Trøndelag,F,FV950 S4D1 m3754,63.450843,10.915844
69184V2802005,Bjørnegårdtunnelen nord,VEHICLE,Bærum,Viken,E,EV16 S47D70 m6999,59.889764,10.508634
22331V248904,Eksetstranda,VEHICLE,Volda,Møre og Romsdal,E,EV39 S39D1 m8801,62.159291,6.042886
87161V2659404,Granfosstunnelen Med Metrering,VEHICLE,Bærum,Viken,R,RV150 S3D1 m551,59.913867,10.62897
03819V320689,SUNDEKROSSEN,VEHICLE,Stavanger,Rogaland,F,FV4560 S1D1 m219,58.964167,5.614336
96596V971417,KROKEDAL TPK,VEHICLE,Indre Østfold,Viken,R,RV22 S10D1 m14304,59.758302,11.292533
65393V249554,Hareidsdalen,VEHICLE,Hareid,Møre og Romsdal,F,FV61 S3D1 m6611,62.347512,5.916392
74109V1175578,GREFSERUD,VEHICLE,Holmestrand,Vestfold og Telemark,F,FV315 S1D80 m321,59.475935,10.316679
89755V180856,LANGEBRU,VEHICLE,Øvre Eiker,Viken,E,EV134 S44D1 m3415,59.761157,9.913829
14247V2353784,GAMLE NYGÅRDSBRO,VEHICLE,Bergen,Vestland,F,FV5332 S1D1 m235,60.381387,5.333237
09391V705188,LIER N,VEHICLE,Kongsvinger,Innlandet,R,RV2 S4D1 m1711,60.1611,12.030416
85357V1060740,FOLLEBU SØR,VEHICLE,Lillehammer,Innlandet,F,FV2528 S1D1 m8199,61.194689,10.28966
23265V885928,FAUSKE NORD,VEHICLE,Fauske,Nordland,E,EV6 S142D1 m429,67.277356,15.405479
10853V1822314,BUSSTERMINALEN DOLVIK,VEHICLE,Bergen,Vestland,F,FV556 S1D140 m20,60.309236,5.268442
33030V248950,Skuggen tunnelen,VEHICLE,Ålesund,Møre og Romsdal,E,EV136 S1D1 m5857,62.469662,6.246411
01028V930519,Skarsvågkrysset FV171,VEHICLE,Nordkapp,Troms og Finnmark,F,FV8046 S1D1 m35,71.091465,25.78285
11051V704737,DREVSJØ Ø,VEHICLE,Engerdal,Innlandet,F,FV218 S1D1 m1010,61.886663,12.044328
54929V805598,KVÅLE,VEHICLE,Voss,Vestland,E,EV16 S10D1 m5928,60.617978,6.372439
41574V2303908,Ballesvikskartunnelen,VEHICLE,Senja,Troms og Finnmark,F,FV86 S10D1 m2033,69.364396,17.130193
22654V249543,Hjelviktunnelen Vest,VEHICLE,Rauma,Møre og Romsdal,E,EV136 S4D1 m6240,62.612121,7.247592
40877V805709,KROSSLEITET,VEHICLE,Øygarden,Vestland,F,FV560 S1D1 m4059,60.317389,5.078406
31525V705258,KILEN V,VEHICLE,Åsnes,Innlandet,F,FV206 S3D1 m3982,60.671831,12.164497
64455V181051,DALER,VEHICLE,Drammen,Viken,F,FV2708 S1D1 m6795,59.750654,10.071894
20571V320577,HESKESTAD V-EIDE,VEHICLE,Lund,Rogaland,E,EV39 S108D1 m7479,58.476122,6.359631
12612V2054733,RAMSRUD,VEHICLE,Ringerike,Viken,R,RV7 S1D1 m1434,60.178058,10.197118
51938V443842,LYSAKER (LILLEAKER),VEHICLE,Bærum,Viken,F,FV1633 S1D1 m737,59.913752,10.639871
38023V625278,E6 Furuset Nord Avrampe,VEHICLE,Oslo,Oslo,E,EV6 S17D1 m3448 KD1 m200,59.935651,10.884341
35229V971507,SVINESUND,VEHICLE,Halden,Viken,F,FV118 S1D1 m1031,59.106168,11.270762
06467V971554,SPYDEBERG SØR,VEHICLE,Indre Østfold,Viken,F,FV122 S1D1 m11849,59.608624,11.074217
47932V805038,STORAVATN (RV555 RAMPE 41),VEHICLE,Bergen,Vestland,R,RV555 S1D1 m8311 KD4 m220,60.370581,5.214035
72332V249578,Silnes,VEHICLE,Hustadvika,Møre og Romsdal,F,FV64 S11D1 m2178,62.935126,7.4378
14354V444104,"Karlstua, Råholt",VEHICLE,Eidsvoll,Viken,F,FV1551 S2D1 m5925,60.294117,11.168905
21405V2607269,ØRJE,VEHICLE,Marker,Viken,E,EV18 S68D1 m6551,59.484947,11.745628
11462V625377,Rv 4 Bjerke Nordgående Pårampe,VEHICLE,Oslo,Oslo,R,RV4 S1D1 m2095 KD2 m30,59.942538,10.810458
18034V444240,RV 4 HAGAN TUNNELEN,VEHICLE,Nittedal,Viken,R,RV4 S3D1 m1739,60.00084,10.912145
73457V705267,GAUPEN,VEHICLE,Ringsaker,Innlandet,F,FV213 S2D1 m9099,60.868413,10.775997
10917V320028,Vadland,VEHICLE,Hå,Rogaland,F,FV4334 S1D1 m1055,58.575872,5.670249
58887V2228177,Raglamyr vest,VEHICLE,Karmøy,Rogaland,F,FV4848 S1D1 m7117,59.389114,5.323616
44851V249053,Gjøsund,VEHICLE,Giske,Møre og Romsdal,R,RV658 S3D1 m3304,62.532167,6.121638
01476V704695,NSB-BRU I KIRKENÆR,VEHICLE,Grue,Innlandet,F,FV201 S1D1 m184,60.451352,12.057447
22478V1814807,HANASAND,VEHICLE,Stavanger,Rogaland,F,FV519 S1D1 m4520,59.118613,5.76034
47985V2491853,E8 Halsebakken nedre,VEHICLE,Storfjord,Troms og Finnmark,E,EV8 S9D1 m13061,69.285319,20.464322
49146V443594,Rv159 Fjellstad Pårampe,VEHICLE,Lørenskog,Viken,R,RV159 S3D1 m2626 KD4 m140,59.938694,11.008868
54357V805355,STEINRUSTEN,VEHICLE,Askøy,Vestland,F,FV5256 S1D1 m1667,60.447379,5.207246
31238V885939,SKJOMENBRUA,VEHICLE,Narvik,Nordland,E,EV6 S163D1 m1460,68.371688,17.250919
74343V705192,SEGLA BRU ,VEHICLE,Løten,Innlandet,R,RV3 S2D1 m4789,60.834423,11.354178
59443V930470,BOSSEKOPVEIEN,VEHICLE,Alta,Troms og Finnmark,F,FV8004 S1D1 m2110,69.968953,23.252116
01236V705218,MIDTSKOGBERGET,VEHICLE,Trysil,Innlandet,R,RV25 S10D1 m1,61.118728,12.065031
21987V1175583,SANDEBUKTVEIEN,VEHICLE,Holmestrand,Vestfold og Telemark,F,FV319 S8D1 m7984,59.579327,10.23971
84032V805677,FOSSE,VEHICLE,Kvam,Vestland,F,FV576 S2D1 m7390,60.268672,6.041877
00786V249561,Skjevik N.,VEHICLE,Molde,Møre og Romsdal,F,FV62 S1D1 m79,62.788069,7.523086
54644V2518837,KNAPPETUNNELEN-LODDEFJORD,VEHICLE,Bergen,Vestland,F,FV557 S1D1 m8898 KD1 m145,60.366007,5.25145
20570V72811,Sundland,VEHICLE,Trondheim,Trøndelag,E,EV6 S76D1 m1539,63.402321,10.406876
58648V248949,Hatlaåstunnelen,VEHICLE,Ålesund,Møre og Romsdal,E,EV136 S1D1 m8650,62.466206,6.295881
63807V521209,Gautefall,VEHICLE,Drangedal,Vestfold og Telemark,F,FV358 S1D1 m6273,59.07777,8.825378
19008V578644,Bjørgmyra,VEHICLE,Stjørdal,Trøndelag,F,FV705 S1D1 m1326,63.440191,10.92576
03614V1740869,Tangtunnelen,VEHICLE,Stjørdal,Trøndelag,E,EV6 S79D1 m4774,63.473405,10.905873
92859V805620,OSTEREIDET,VEHICLE,Alver,Vestland,E,EV39 S72D1 m5373,60.626012,5.472028
26071V121746,FJELLRO,VEHICLE,Kristiansand,Agder,E,EV39 S127D1 m4740,58.144119,7.927519
27992V121431,DRIVENES,VEHICLE,Vennesla,Agder,F,FV454 S1D1 m2695,58.281802,7.959775
86675V1060056,KALLERUD NORD,VEHICLE,Gjøvik,Innlandet,R,RV4 S15D1 m3020,60.790461,10.690978
39653V2172095,HELLAND SYD,VEHICLE,Horten,Vestfold og Telemark,E,EV18 S41D1 m1618,59.437071,10.362144
04049V805680,KNARVIK,VEHICLE,Alver,Vestland,F,FV57 S1D1 m399,60.548748,5.280873
08921V705095,MOSANDEN,VEHICLE,Trysil,Innlandet,F,FV236 S1D1 m125,61.297297,12.264876
35573V2037768,NEBBENES PÅRAMPE,VEHICLE,Eidsvoll,Viken,E,EV6 S24D1 m9793 KD2 m134,60.314743,11.147551
20586V2721334,Flyplassvegen Sola PÅKJ mot sola,VEHICLE,Sola,Rogaland,R,RV509 S1D1 m4555 KD4 m63,58.893893,5.631935
54426V248907,Moatunnelen,VEHICLE,Ålesund,Møre og Romsdal,E,EV39 S33D1 m1001,62.462348,6.356993
86096V22212,BLODEKJR,VEHICLE,Arendal,Agder,F,FV420 S2D1 m1872,58.464558,8.762115
21527V705332,SMØRBØL V,VEHICLE,Åsnes,Innlandet,F,FV2088 S1D1 m2224,60.67257,12.034886
11786V2441492,ARM BØMLO-SVEIO,VEHICLE,Stord,Vestland,E,EV39 S86D1 m4965 KD2 m40,59.741064,5.40442
95509V319514,Søylandskiosken,VEHICLE,Gjesdal,Rogaland,E,EV39 S104D1 m1360,58.682833,5.987492
63808V1060623,KVAM SENTRUM SØR (FV312),VEHICLE,Nord-Fron,Innlandet,F,FV2522 S6D1 m9079,61.665825,9.70523
59118V971786,STRØMSFOSS SØR,VEHICLE,Aremark,Viken,F,FV21 S4D1 m9773,59.300818,11.67201
72861V2491863,E6 Skibotn x E8,VEHICLE,Storfjord,Troms og Finnmark,E,EV6 S182D1 m12539,69.373797,20.28776
31157V2782679,Tromsøysundtunnelen T2,VEHICLE,Tromsø,Troms og Finnmark,E,EV8 S2D1 m5465,69.670087,19.019226
21607V249612,Ellingsøytunnelen,VEHICLE,Ålesund,Møre og Romsdal,R,RV658 S1D1 m1856,62.48562,6.18266
49713V885513,Øverøya (Før Mosjøen flyplass),VEHICLE,Vefsn,Nordland,F,FV779 S1D1 m5361,65.793213,13.210373
60303V930233,E6 Altaveien (ved sykkelpunkt),VEHICLE,Alta,Troms og Finnmark,E,EV6 S204D1 m4529,69.971264,23.278513
06872V2518838,RAMPE LODDEFJORD-BERGEN,VEHICLE,Bergen,Vestland,F,FV558 S1D1 m5610 KD2 m40,60.366148,5.249595
08325V705282,NYDAL,VEHICLE,Ringsaker,Innlandet,F,FV1726 S1D1 m749,60.845408,11.043771
27139V121510,STOKKÅSEN,VEHICLE,Kristiansand,Agder,F,FV498 S1D1 m351,58.170564,8.111675
04110V121776,STRØMME,VEHICLE,Kristiansand,Agder,F,FV401 S3D1 m84,58.158011,8.084177
44165V521254,Bjørntvedtvegen X Trommedalsvegen,VEHICLE,Skien,Vestfold og Telemark,F,FV3290 S1D1 m2324,59.161995,9.605127
99353V625530,"Ø.Akersvei 1,2",VEHICLE,Oslo,Oslo,R,RV163 S1D1 m10234,59.948418,10.947038
07349V444243,TANGEN SYD,VEHICLE,Aurskog-Høland,Viken,F,FV21 S10D1 m10499,59.843982,11.717881
57449V2237119,ØYERTUNNELEN,VEHICLE,Øyer,Innlandet,E,EV6 S42D1 m6468,61.290838,10.316844
20911V121329,PRESTBK RAMPE MOT LU,VEHICLE,Kristiansand,Agder,E,EV18 S1D1 m5911 KD1 m51,58.160658,8.017571
96272V384559,STEGASTEIN,VEHICLE,Aurland,Vestland,F,FV5627 S2D1 m6975,60.908805,7.212494
51449V885379,SOMMERSET/Dragsarmen,VEHICLE,Hamarøy,Nordland,R,RV827 S1D1 m2238,68.03658,16.049355
54228V1210081,Faret,VEHICLE,Skien,Vestfold og Telemark,F,FV59 S1D10 m1211,59.193328,9.589939
12349V1175828,HOF KRK,VEHICLE,Holmestrand,Vestfold og Telemark,F,FV35 S10D1 m1754,59.538975,10.077492
02722V886026,Sandkollen mot Støvset,VEHICLE,Bodø,Nordland,F,FV812 S4D10 m33,67.207499,14.949735
40748V443711,MYHRER,VEHICLE,Eidsvoll,Viken,F,FV181 S1D1 m2332,60.32357,11.230893
79092V805000,EIKELANDSOSEN,VEHICLE,Bjørnafjorden,Vestland,F,FV552 S4D1 m9778,60.237715,5.747636
24316B805152,Sandviken Sykkel_R2,BICYCLE,Bergen,Vestland,F,FV577 S1D1 m2713,60.405356,5.323404
56338V1764577,Sh Levanger sør,VEHICLE,Levanger,Trøndelag,K,KV4900 S1D1 m40,63.743249,11.29142
35511V805647,LÅTEFOSS,VEHICLE,Ullensvang,Vestland,R,RV13 S25D1 m3561,59.948557,6.583493
54640V705275,FURNESVEGEN,VEHICLE,Hamar,Innlandet,F,FV224 S1D1 m642,60.80069,11.074098
74896V384121,UTVIKFJELLET,VEHICLE,Gloppen,Vestland,F,FV60 S17D1 m9714,61.767097,6.504455
66819V1175504,UNDERSBO,VEHICLE,Larvik,Vestfold og Telemark,F,FV303 S1D1 m2584,59.046454,10.051778
82885V805617,FLØYFJ SØRGÅENDE,VEHICLE,Bergen,Vestland,E,EV39 S77D1 m6550,60.389045,5.339588
62685V885925,RØKLAND NORD,VEHICLE,Saltdal,Nordland,E,EV6 S138D1 m2820,66.995704,15.339975
89208V249580,Kårvåg,VEHICLE,Averøy,Møre og Romsdal,F,FV64 S14D1 m418,63.01135,7.437986
99179B803039,FJØSANGER SYKKEL,BICYCLE,Bergen,Vestland,E,EV39 S78D120 m808,60.365101,5.342697
66595V521439,Svanvik,VEHICLE,Skien,Vestfold og Telemark,F,FV353 S3D1 m830,59.131589,9.520439
32773V2566902,Minsås mot Lein,VEHICLE,Verdal,Trøndelag,F,FV6908 S1D1 m3612,63.813253,11.505911
62952V1175584,HANEKLEIVVEIEN,VEHICLE,Holmestrand,Vestfold og Telemark,F,FV319 S9D1 m2378,59.575337,10.192868
62931V705208,KIRKENÆR N,VEHICLE,Grue,Innlandet,R,RV2 S8D1 m9395,60.47968,12.069472
63354V971485,GAUTESTAD,VEHICLE,Rakkestad,Viken,R,RV22 S5D1 m5514,59.375662,11.302026
26849V121777,KVARSTEIN,VEHICLE,Vennesla,Agder,F,FV405 S2D1 m284,58.229935,7.938486
04219V1060106,NORDBERG (SKAMSAR),VEHICLE,Skjåk,Innlandet,R,RV15 S8D1 m2410,61.898419,8.208784
26549V2669516,R80 Olav5 FØR CityNord,VEHICLE,Bodø,Nordland,R,RV80 S6D1 m6444,67.27707,14.429799
74431V384079,STRYN AUST,VEHICLE,Stryn,Vestland,R,RV15 S18D1 m7215,61.912289,6.750635
35424V21953,NESBAKKEN,VEHICLE,Arendal,Agder,F,FV3502 S1D1 m501,58.502175,8.863641
60797V2801059,Heimdalsmyra ved fjernvarmeanlegget,VEHICLE,Trondheim,Trøndelag,E,EV6 S74D1 m1189,63.348348,10.370178
57807V22155,BORKEDALEN,VEHICLE,Lillesand,Agder,F,FV420 S10D1 m3319,58.239825,8.358686
64982V805707,UTENFOR LYDERHORNSTUNNELEN ØST,VEHICLE,Bergen,Vestland,R,RV555 S1D1 m6136,60.3666,5.249194
15579V1060666,LILLO NORD (FV33),VEHICLE,Østre Toten,Innlandet,F,FV33 S7D1 m1351,60.695199,10.823683
34786V443473,BRØTERTOPPEN,VEHICLE,Lillestrøm,Viken,R,RV226 S1D1 m1192,59.9792,11.055543
35904V22153,BIE,VEHICLE,Grimstad,Agder,E,EV18 S10D1 m1918,58.350653,8.589717
26634V181322,KREKLING,VEHICLE,Øvre Eiker,Viken,F,FV286 S2D1 m115,59.670479,9.765994
77208V2370670,Karmøytunnelen Håvik,VEHICLE,Karmøy,Rogaland,F,FV553 S1D1 m7480,59.315812,5.322174
22138V319962,Ilstad,VEHICLE,Suldal,Rogaland,F,FV520 S2D1 m1991,59.561137,6.26909
80088V249596,Atlanten,VEHICLE,Kristiansund,Møre og Romsdal,R,RV70 S19D1 m1285,63.122294,7.740006
00310V578699,Verrabotn mot Meltingen,VEHICLE,Indre Fosen,Trøndelag,F,FV6922 S1D1 m30,63.802472,10.581931
49741V249595,Bolga,VEHICLE,Kristiansund,Møre og Romsdal,R,RV70 S17D1 m7478,63.085632,7.797952
40308V72241,Brekktunnelen,VEHICLE,Skaun,Trøndelag,E,EV39 S1D1 m5116,63.32031,10.205196
99725V971782,GUSTVET,VEHICLE,Indre Østfold,Viken,F,FV128 S10D1 m943,59.629824,10.941412
22326V578680,Skogen,VEHICLE,Nærøysund,Trøndelag,F,FV770 S3D1 m4899,64.908458,11.786078
91229V886007,R80 Skjæringa,VEHICLE,Bodø,Nordland,R,RV80 S6D190 m2882,67.276906,14.437319
12094B1811873,Slettebø (sykkel),BICYCLE,Eigersund,Rogaland,R,RV426 S1D100 m1004,58.469568,6.025824
15511V805138,NESTTUNVEIEN SØR,VEHICLE,Bergen,Vestland,F,FV582 S2D1 m30,60.314755,5.354974
28120V1126319,SILSAND ØST,VEHICLE,Senja,Troms og Finnmark,F,FV86 S5D1 m1246,69.244971,17.952923
27534V1126315,Gumpen,VEHICLE,Sørreisa,Troms og Finnmark,F,FV84 S6D1 m2361,69.07174,17.962731
02924V625304,MOSSEV V/FISKEV rampe sørgående,VEHICLE,Oslo,Oslo,E,EV18 S56D1 m7552 KD1 m10,59.84165,10.776777
20412V578630,HØKNES,VEHICLE,Namsos,Trøndelag,F,FV17 S9D1 m6633,64.463939,11.54615
89574V704631,VALLSET KIRKE,VEHICLE,Stange,Innlandet,F,FV24 S8D1 m6939,60.700852,11.326394
38053V2473660,Oppdølsstrandtunnelen,VEHICLE,Sunndal,Møre og Romsdal,R,RV70 S9D1 m7619,62.740059,8.542185
78777V319712,Lerbrekk,VEHICLE,Hå,Rogaland,F,FV44 S11D1 m7779,58.617945,5.62228
87686V521452,Hjuksebø,VEHICLE,Notodden,Vestfold og Telemark,F,FV360 S3D1 m375,59.502112,9.330129
12299V319847,Vikeså skole,VEHICLE,Bjerkreim,Rogaland,F,FV503 S1D1 m1259,58.638076,6.092163
55570V3128090,Rampe fra Heimdalsmyra til Isdamvegen,VEHICLE,Trondheim,Trøndelag,E,EV6 S74D1 m976 KD3 m142,63.348309,10.369918
01154V1126338,Tømmerelv,VEHICLE,Balsfjord,Troms og Finnmark,F,FV858 S1D1 m113,69.216885,19.298582
25754V3134152,BAGNSKLEIVA SØR,VEHICLE,Sør-Aurdal,Innlandet,E,EV16 S37D1 m10114,60.82543,9.554546
86659V384478,STOREHAUG NORD,VEHICLE,Sunnfjord,Vestland,E,EV39 S58D1 m12851,61.383022,5.803657
22761V443202,Ski Flataaser avrampe,VEHICLE,Nordre Follo,Viken,E,EV6 S14D1 m7218 KD1 m180,59.793314,10.841593
33736V971548,ELVESTAD SØR,VEHICLE,Indre Østfold,Viken,F,FV120 S4D1 m1972,59.591851,10.888471
53882V181287,Ringerike Folkehøyskole,VEHICLE,Ringerike,Viken,F,FV290 S1D1 m2120,60.163828,10.245939
99522V249256,Grytten,VEHICLE,Rauma,Møre og Romsdal,F,FV5992 S1D1 m4721,62.526007,7.707678
79492V521118,Menstadbrua,VEHICLE,Skien,Vestfold og Telemark,F,FV32 S7D10 m490,59.17412,9.632633
60707V249015,Holssanden,VEHICLE,Sunndal,Møre og Romsdal,R,RV70 S8D1 m2984,62.660556,8.63922
00127V1060045,STRYKEN,VEHICLE,Lunner,Viken,R,RV4 S8D1 m10,60.157062,10.721254
09537V384484,VÅTEDALEN,VEHICLE,Sunnfjord,Vestland,E,EV39 S53D1 m2768,61.625601,6.527761
30937V444231,Svartskog,VEHICLE,Nordre Follo,Viken,E,EV18 S57D1 m6000,59.775641,10.770275
